otu,Phylum,Class,Order,Family,Genus,Species,Subspecies,Similarity,Status,Process ID
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu104,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1043,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1045,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1051,Chlorophyta,Trebouxiophyceae,,,,,,84.75,Published,JRPAA9724-15
,Chlorophyta,Trebouxiophyceae,,,,,,84.75,Published,JRPAA5386-15
,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Scagelia,pylaisaei,,82.72,Early-Release,
,Chordata,Actinopterygii,,,,,,80.52,Private,
,Chordata,Actinopterygii,Istiophoriformes,Xiphiidae,Xiphias,gladius,,80.25,Published,GBMND67380-21
,Nemertea,Pilidiophora,Heteronemertea,,,,,80.25,Private,
,Ochrophyta,Phaeophyceae,Ectocarpales,Acinetosporaceae,Hincksia,granulosa,,80.25,Published,JRPAA9602-15
,Chordata,Mammalia,Carnivora,Canidae,Vulpes,chama,,80.25,Private,
,Ochrophyta,Phaeophyceae,Ralfsiales,Ralfsiaceae,Ralfsia,,,80.25,Private,
,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Centropyge,,,80,Private,
,Chordata,Actinopterygii,Labriformes,Scaridae,Scarus,ghobban,,80,Early-Release,
,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,pori,,79.76,Published,ANGBF39062-19
,Chordata,Actinopterygii,Perciformes,Mullidae,Upeneus,pori,,79.76,Published,GBMIN129688-17
,Chordata,Amphibia,Anura,Microhylidae,Microhyla,pulchra,,79.49,Published,GBAP484-07
,Chordata,Actinopterygii,Gobiiformes,Oxudercidae,Pseudapocryptes,elongatus,,79.49,Published,GBMNB7366-20
,Chordata,Actinopterygii,Osteoglossiformes,Notopteridae,Notopterus,notopterus,,79.49,Private,
,Chordata,Actinopterygii,Perciformes,Mullidae,Mullus,surmuletus,,79.49,Private,
,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,sociatus,,79.01,Published,GBMND94930-21
,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,sansibaricus,,79.01,Published,GBMND94929-21
,Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,sansibaricus,,79.01,Published,GBMND94928-21
otu1057,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Halopeltis,sp. 2Cocos,,82.72,Private,
,Chordata,Reptilia,Squamata,Scincidae,Morethia,obscura,,80.25,Early-Release,
,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Euptilota,sp. 1TAS,,79.66,Early-Release,
,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Euptilota,sp. 1TAS,,79.66,Early-Release,
,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,brodiei,,79.37,Published,PNMIA833-14
,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Pleonosporium,vancouverianum,,79.31,Private,
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,79.25,Published,PNMIA367-14
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,79.25,Published,PNMIA1686-14
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,79.25,Published,PNMIA1723-14
,Cnidaria,Anthozoa,Alcyonacea,,,,,79.01,Published,GBCI10850-19
,Arthropoda,Insecta,Ephemeroptera,Baetidae,Andesiops,peruvianus complex sp. E31 estac.7,,79.01,Published,GBMIN64501-17
,Chordata,Reptilia,Squamata,Scincidae,Morethia,obscura,,79.01,Early-Release,
,Cnidaria,Anthozoa,Pennatulacea,Virgulariidae,Balticina,sp.,,79.01,Published,KHBC085-13
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,79.01,Published,PNMIA594-14
,Ochrophyta,Phaeophyceae,Ectocarpales,Acinetosporaceae,Hincksia,granulosa,,79.01,Published,JRPAA9602-15
,Rhodophyta,Florideophyceae,Gigartinales,Dicranemataceae,Tylotus,sp.,,78.95,Published,JRPAA6205-15
,Rhodophyta,Florideophyceae,Gigartinales,Dicranemataceae,Tylotus,sp.,,78.95,Published,JRPAA6204-15
,Rhodophyta,Florideophyceae,Gigartinales,Dicranemataceae,Tylotus,sp.,,78.95,Published,JRPAA6203-15
,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,curtissiae,,78.88,Private,
,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Calliblepharis,jubata,,78.85,Published,PNMIA423-14
otu1059,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1061,Arthropoda,Arachnida,Sarcoptiformes,Ceratozetidae,,,,87.95,Published,CNYOO208-15
,Arthropoda,Arachnida,Sarcoptiformes,Cymbaeremaeidae,Ametroproctus,,,86.42,Published,SSWLF3106-13
,Arthropoda,Arachnida,Sarcoptiformes,Ceratozetidae,,,,86.17,Published,CNYOK1582-15
,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Platynothrus,peltifer,,86.02,Published,GBCH6639-13
,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Platynothrus,peltifer,,86.02,Published,GBCH6640-13
,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Platynothrus,peltifer,,86.02,Published,GBCH6641-13
,Arthropoda,Arachnida,Sarcoptiformes,Cymbaeremaeidae,Ametroproctus,,,85.71,Published,SSWLF3006-13
,Arthropoda,Arachnida,Sarcoptiformes,Eremaeidae,Eueremaeus,cf. quadrilamellatus,,85.59,Published,MYTMC072-09
,Arthropoda,Arachnida,Sarcoptiformes,Crotoniidae,Camisia,biverrucata,,85.56,Published,SSBAC2355-12
,Arthropoda,Arachnida,Sarcoptiformes,Scheloribatidae,,,,85.54,Published,MSSCA5083-16
,Arthropoda,Arachnida,Sarcoptiformes,Ceratozetidae,,,,85.47,Published,CNYOC1651-15
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.47,Published,SSDWA8167-15
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.47,Published,SSDWA8211-15
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.47,Published,SSDWA8170-15
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.47,Published,SSDWA8086-15
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.47,Published,SSDWA8229-15
,Arthropoda,,,,,,,85.47,Private,
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.37,Published,SSDWA8445-15
,Arthropoda,Arachnida,Sarcoptiformes,Malaconothridae,,,,85.37,Published,SSDWA7957-15
,Arthropoda,Arachnida,Sarcoptiformes,Ceratozetidae,,,,85.34,Published,CNYOK1678-15
otu1062,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match,
otu1067,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus,tricarinatus,,92.66,Private,
,Arthropoda,Insecta,Orthoptera,Dericorythidae,Conophyma,sp. 1 ISS-2016,,92.31,Published,GBMIN89780-17
,Arthropoda,Insecta,Orthoptera,Dericorythidae,Conophyma,poimazaricum,,92.31,Published,GBMOR822-13
,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus,martensi,,91.14,Published,BCFOR1626-17
,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Horatosphaga,tenera,,91.03,Published,GBMH4285-08
,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Horatosphaga,tenera,,91.03,Published,GBMH4286-08
,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Horatosphaga,tenera,,91.03,Published,GBMH4287-08
,Arthropoda,Insecta,Hemiptera,Miridae,Isometopus,japonicus,,91.03,Published,GBMHH24028-19
,Arthropoda,Insecta,Hemiptera,Miridae,Isometopus,japonicus,,91.03,Published,GBMHH24027-19
,Arthropoda,Insecta,Orthoptera,Dericorythidae,Conophyma,semenovi,,91.03,Published,GBMOR824-13
,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus,scudderi group,,91.03,Private,
,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Euura,myosotidis,,91.03,Published,FBSYM543-10
,Arthropoda,Insecta,Diptera,Ulidiidae,Herina,nigribasis,,91.03,Published,SSGBC6573-14
,Arthropoda,Insecta,Diptera,Sciaridae,,,,90.91,Published,GMAGE1891-15
,Arthropoda,Insecta,Diptera,Nemestrinidae,Prosoeca,,,90.79,Private,
,Arthropoda,Insecta,Diptera,Empididae,Rhamphomyia,,,90.12,Published,DRYAS5294-14
,Arthropoda,Insecta,Diptera,Empididae,Rhamphomyia,,,90,Published,DRYAS3789-14
,Arthropoda,Arachnida,Opiliones,Trogulidae,Trogulus,nepaeformis,,89.83,Published,GBBSP1978-15
,Arthropoda,Insecta,Diptera,Sepsidae,Meropliosepsis,sexsetosa,,89.74,Published,GBDP22227-19
,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Horatosphaga,heteromorpha,,89.74,Published,GBMH4314-08
otu1068,Arthropoda,Insecta,Hymenoptera,Braconidae,Clinocentrus,,,85.9,Published,ASQSR086-11
,Arthropoda,Insecta,Coleoptera,Staphylinidae,Metocalea,lindgreni,,85.9,Published,SSWLD2790-13
,Arthropoda,Insecta,Coleoptera,Staphylinidae,Metocalea,lindgreni,,85.9,Published,SSWLD2707-13
,Arthropoda,Insecta,Coleoptera,Staphylinidae,Metocalea,lindgreni,,85.9,Published,SSWLD2745-13
,Arthropoda,Insecta,Thysanoptera,Thripidae,,,,85.9,Private,
,Arthropoda,Insecta,Diptera,,,,,85.9,Private,
,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Entomobrya,multifasciata,,85.9,Published,GMRCE172-15
,Arthropoda,Insecta,Trichoptera,Limnephilidae,Acrophylax,,,85.9,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.9,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.9,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.9,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.9,Private,
,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,gracilis,,85.19,Published,GBCMD12080-13
,Arthropoda,Malacostraca,Decapoda,Munididae,Munida,gracilis,,85.19,Published,GBCMD12115-13
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.06,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.06,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.06,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.06,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.06,Private,
,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Echinogammarus,trichiatus,,85.06,Private,
otu107,Proteobacteria,Alphaproteobacteria,,,Micavibrio,aeruginosavorus,,81.21,Published,GBBAC1246-15
,Proteobacteria,Alphaproteobacteria,,,Micavibrio,aeruginosavorus,,80.61,Published,GBBAC1114-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,sp.,,75.76,Published,GBBAC528-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Nitrospirillum,amazonense,,75.6,Published,GBBAC510-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,lipoferum,,74.55,Published,GBBAC624-15
,Unknown,,,,,,,73.94,Private,
,Actinobacteria,Actinobacteria_incertae_sedis,Actinomycetales,Actinomycetales_incertae_sedis,Sphingomonas,sanxanigenens,,72.84,Published,GBBAC035-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,sp.,,72.33,Published,GBBAC1624-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,litoralis,,71.97,Published,GBBAC3856-15
,Arthropoda,Insecta,Diptera,,,,,70.75,Private,
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,yanoikuyae,,70.67,Published,GBBAC1510-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,yanoikuyae,,70.67,Published,GBBAC1488-15
,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,stibiiresistens,,70.07,Published,GBBAC486-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,yanoikuyae,,68.79,Published,GBBAC1494-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,leguminosarum,,68.79,Published,GBBAC976-15
,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,indicum,,68.79,Published,GBBAC1178-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,68.57,Published,GBBAC1028-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,sp.,,68.57,Published,GBBAC1102-15
,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,freirei,,67.88,Published,GBBAC2352-15
